ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720007382518,05/20/2022,05/21/2022 06:30:56,04:30,04:45,.334,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,04:45,05:00,.053,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,05:00,05:15,.041,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,05:15,05:30,.035,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,05:30,05:45,.199,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,05:45,06:00,.181,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,06:00,06:15,.038,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,06:15,06:30,.032,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,06:30,06:45,.031,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,06:45,07:00,.326,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,07:00,07:15,.037,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,07:15,07:30,.032,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,07:30,07:45,.031,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,07:45,08:00,.403,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,08:00,08:15,.067,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,08:15,08:30,.036,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,08:30,08:45,.149,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,08:45,09:00,.305,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,09:00,09:15,.234,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,09:15,09:30,.366,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,09:30,09:45,.485,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,09:45,10:00,.064,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,10:00,10:15,.533,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,10:15,10:30,.46,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,10:30,10:45,.078,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,10:45,11:00,.49,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,11:00,11:15,.046,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,11:15,11:30,.452,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,11:30,11:45,.332,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,11:45,12:00,.233,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,12:00,12:15,.499,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,12:15,12:30,.048,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,12:30,12:45,.516,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,12:45,13:00,.032,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,13:00,13:15,.514,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,13:15,13:30,.256,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,13:30,13:45,.402,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,13:45,14:00,.358,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,14:00,14:15,.217,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,14:15,14:30,.558,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,14:30,14:45,.046,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,14:45,15:00,.742,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,15:00,15:15,.274,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,15:15,15:30,.41,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,15:30,15:45,.598,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,15:45,16:00,.226,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,16:00,16:15,.547,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,16:15,16:30,.796,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,16:30,16:45,.15,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,16:45,17:00,.623,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,17:00,17:15,.744,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,17:15,17:30,.358,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,17:30,17:45,.63,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,17:45,18:00,.946,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,18:00,18:15,.499,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,18:15,18:30,.539,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,18:30,18:45,.203,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,18:45,19:00,.436,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,19:00,19:15,.44,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,19:15,19:30,.6,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,19:30,19:45,.578,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,19:45,20:00,.409,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,20:00,20:15,.656,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,20:15,20:30,.062,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,20:30,20:45,.479,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,20:45,21:00,.035,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,21:00,21:15,.42,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,21:15,21:30,.08,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,21:30,21:45,.044,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,21:45,22:00,.443,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,22:00,22:15,.042,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,22:15,22:30,.413,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,22:30,22:45,.296,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,22:45,23:00,.034,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,23:00,23:15,.383,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,23:15,23:30,.083,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,23:30,23:45,.188,A,Consumption
'10443720007382518,05/20/2022,05/21/2022 06:30:56,23:45,00:00,.084,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,00:00,00:15,.397,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,00:15,00:30,.044,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,00:30,00:45,.04,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,00:45,01:00,.126,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,01:00,01:15,.355,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,01:15,01:30,.052,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,01:30,01:45,.102,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,01:45,02:00,.365,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,02:00,02:15,.046,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,02:15,02:30,.217,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,02:30,02:45,.284,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,02:45,03:00,.047,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,03:00,03:15,.418,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,03:15,03:30,.054,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,03:30,03:45,.031,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,03:45,04:00,.109,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,04:00,04:15,.343,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,04:15,04:30,.042,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,04:30,04:45,.032,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,04:45,05:00,.407,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,05:00,05:15,.044,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,05:15,05:30,.038,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,05:30,05:45,.229,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,05:45,06:00,.21,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,06:00,06:15,.044,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,06:15,06:30,.034,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,06:30,06:45,.342,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,06:45,07:00,.102,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,07:00,07:15,.043,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,07:15,07:30,.031,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,07:30,07:45,.418,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,07:45,08:00,.07,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,08:00,08:15,.046,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,08:15,08:30,.403,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,08:30,08:45,.043,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,08:45,09:00,.071,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,09:00,09:15,.311,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,09:15,09:30,.184,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,09:30,09:45,.064,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,09:45,10:00,.475,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,10:00,10:15,.077,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,10:15,10:30,.482,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,10:30,10:45,.067,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,10:45,11:00,.458,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,11:00,11:15,.046,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,11:15,11:30,.464,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,11:30,11:45,.048,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,11:45,12:00,.511,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,12:00,12:15,.048,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,12:15,12:30,.518,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,12:30,12:45,.354,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,12:45,13:00,.252,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,13:00,13:15,.547,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,13:15,13:30,.316,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,13:30,13:45,.545,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,13:45,14:00,.564,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,14:00,14:15,.316,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,14:15,14:30,.547,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,14:30,14:45,.536,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,14:45,15:00,.066,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,15:00,15:15,.636,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,15:15,15:30,.502,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,15:30,15:45,.386,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,15:45,16:00,.526,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,16:00,16:15,.32,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,16:15,16:30,.486,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,16:30,16:45,.534,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,16:45,17:00,.131,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,17:00,17:15,.544,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,17:15,17:30,.403,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,17:30,17:45,.378,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,17:45,18:00,.51,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,18:00,18:15,.282,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,18:15,18:30,.432,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,18:30,18:45,.053,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,18:45,19:00,.558,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,19:00,19:15,.314,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,19:15,19:30,.098,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,19:30,19:45,.413,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,19:45,20:00,.088,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,20:00,20:15,.05,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,20:15,20:30,.088,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,20:30,20:45,.421,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,20:45,21:00,.077,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,21:00,21:15,.062,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,21:15,21:30,.076,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,21:30,21:45,.079,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,21:45,22:00,.084,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,22:00,22:15,.376,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,22:15,22:30,.412,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,22:30,22:45,.334,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,22:45,23:00,.266,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,23:00,23:15,.196,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,23:15,23:30,.193,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,23:30,23:45,.173,A,Consumption
'10443720007382518,05/21/2022,05/22/2022 07:04:06,23:45,00:00,.064,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,00:00,00:15,.059,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,00:15,00:30,.048,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,00:30,00:45,.038,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,00:45,01:00,.043,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,01:00,01:15,.053,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,01:15,01:30,.05,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,01:30,01:45,.036,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,01:45,02:00,.034,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,02:00,02:15,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,02:15,02:30,.038,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,02:30,02:45,.037,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,02:45,03:00,.025,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,03:00,03:15,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,03:15,03:30,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,03:30,03:45,.037,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,03:45,04:00,.03,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,04:00,04:15,.034,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,04:15,04:30,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,04:30,04:45,.037,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,04:45,05:00,.032,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,05:00,05:15,.031,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,05:15,05:30,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,05:30,05:45,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,05:45,06:00,.031,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,06:00,06:15,.031,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,06:15,06:30,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,06:30,06:45,.038,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,06:45,07:00,.029,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,07:00,07:15,.034,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,07:15,07:30,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,07:30,07:45,.038,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,07:45,08:00,.024,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,08:00,08:15,.052,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,08:15,08:30,.085,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,08:30,08:45,.037,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,08:45,09:00,.032,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,09:00,09:15,.055,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,09:15,09:30,.085,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,09:30,09:45,.076,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,09:45,10:00,.136,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,10:00,10:15,.072,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,10:15,10:30,.042,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,10:30,10:45,.054,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,10:45,11:00,.053,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,11:00,11:15,.048,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,11:15,11:30,.046,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,11:30,11:45,.047,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,11:45,12:00,.059,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,12:00,12:15,.048,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,12:15,12:30,.05,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,12:30,12:45,.05,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,12:45,13:00,.119,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,13:00,13:15,.092,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,13:15,13:30,.049,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,13:30,13:45,.154,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,13:45,14:00,.048,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,14:00,14:15,.062,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,14:15,14:30,.065,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,14:30,14:45,.046,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,14:45,15:00,.082,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,15:00,15:15,.132,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,15:15,15:30,.03,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,15:30,15:45,.04,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,15:45,16:00,.047,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,16:00,16:15,.041,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,16:15,16:30,.043,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,16:30,16:45,.07,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,16:45,17:00,.028,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,17:00,17:15,.038,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,17:15,17:30,.043,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,17:30,17:45,.049,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,17:45,18:00,.03,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,18:00,18:15,.054,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,18:15,18:30,.078,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,18:30,18:45,.289,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,18:45,19:00,.076,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,19:00,19:15,.06,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,19:15,19:30,.06,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,19:30,19:45,.083,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,19:45,20:00,.083,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,20:00,20:15,.086,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,20:15,20:30,.102,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,20:30,20:45,.084,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,20:45,21:00,.092,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,21:00,21:15,.088,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,21:15,21:30,.049,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,21:30,21:45,.095,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,21:45,22:00,.205,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,22:00,22:15,.338,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,22:15,22:30,.298,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,22:30,22:45,.217,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,22:45,23:00,.199,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,23:00,23:15,.152,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,23:15,23:30,.03,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,23:30,23:45,.034,A,Consumption
'10443720007382518,05/22/2022,05/23/2022 06:25:09,23:45,00:00,.041,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,00:00,00:15,.038,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,00:15,00:30,.034,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,00:30,00:45,.029,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,00:45,01:00,.062,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,01:00,01:15,.125,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,01:15,01:30,.046,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,01:30,01:45,.036,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,01:45,02:00,.055,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,02:00,02:15,.053,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,02:15,02:30,.049,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,02:30,02:45,.047,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,02:45,03:00,.046,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,03:00,03:15,.048,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,03:15,03:30,.035,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,03:30,03:45,.034,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,03:45,04:00,.038,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,04:00,04:15,.038,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,04:15,04:30,.037,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,04:30,04:45,.025,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,04:45,05:00,.043,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,05:00,05:15,.041,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,05:15,05:30,.04,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,05:30,05:45,.028,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,05:45,06:00,.04,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,06:00,06:15,.037,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,06:15,06:30,.038,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,06:30,06:45,.024,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,06:45,07:00,.038,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,07:00,07:15,.037,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,07:15,07:30,.03,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,07:30,07:45,.034,A,Consumption
'10443720007382518,05/23/2022,05/24/2022 07:51:36,07:45,08:00,.037,A,Consumption
